2,0.000011043692563181004
3,0.000011336395626800107
5,0.000013123160557349296
6,0.000012612674386621014
8,0.000013625698670924191
9,0.000014087474900050509
11,0.000015877766741204772
12,0.000015227021628386587
14,0.000016357977196783364
15,0.000015843538471154554
17,0.000016917601452292492
18,0.000017550875642056944
20,0.000019523623911737432
21,0.000018245950389563674
23,0.000019790172133297208
24,0.00001926445581881368
26,0.00002109259157429249
27,0.000018926552217504767
29,0.000020566779122404362
30,0.00002020663408570434
32,3.937096403712778e-9
33,4.307045074910251e-9
35,0.00005504710348159499
36,0.000014262967748415605
38,0.000016686978460283387
39,0.00002074900179991272
41,8.514014847998651e-6
42,0.00009723091265827586
44,4.081501579437717e-8
45,0.0002528822599473963
47,0.000020707086613366707
48,0.000020067625667395415
50,0.00001985043143812888
51,0.00001884879885723343
53,0.00001910030264277804
54,0.00001873863057407986
56,0.00001861559956403122
57,0.000018124619873663143
59,0.000018151961951280214
60,0.00001761891301574986
62,0.00001718080695509199
63,0.000016185516531478958
65,0.000016288966980074803
66,0.000015684382217332235
68,0.00001667204545838887
69,0.000016276172586430998
71,0.000017308409171606086
72,0.000017223134156972157
74,0.000017900167528538942
75,0.00001797873441936924
77,0.000017589438958351727
78,0.000018258215815687218
80,0.00001820081983222759
81,0.000017511940853466064
83,0.000016791682664679173
84,0.000017037286028764848
86,0.000016437443008603063
87,0.00001610316655461117
89,0.00001528769789922253
90,0.000015564152693251044
92,0.00001373168474274263
93,0.000013740912792604154
95,0.000012099942856916913
96,0.000013274435353895883
98,0.000014819501230794776
99,9.454193461233862e-6
101,0.00002231060132734452
102,
104,2.51505260041571e-7
105,4.5824174046207184e-7
107,
108,2.540428053617147e-7
110,
111,6.85435058382738e-8
113,5.614945288306427e-8
114,7.437033225321597e-8
116,0.00003810189638677261
117,0.000011442504805792878
119,0.000010441876800694783
120,0.000010025075996456203
122,9.236664982569456e-6
123,9.044279664092396e-6
125,8.434795250922217e-6
126,8.175279046957381e-6
128,7.474796676163754e-6
129,7.438230312154126e-6