FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: FWHM of 200 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: Position of 200 peak ($\degree$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba0.85417Co0.71872Fe0.02296Y0.04879Zr0.20954O3,01502,21,2,10,4.085217500000001,0.49022001,0.48907033,0.44036376,,5037.3862,1749.8037,,30.919016,38.092308,,239.51199,31.646,0.8900047172726119,2.1500113956585567,1.490007897456395,137.32772787516402,1.7314224,1.4150250000000002,0.8027359333333335,67.0914604919,0.8541654726613593,0.5140309593272051,1.5194158376414242,1.8561619526226867,2.04687343021462,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.86234Co0.72259Fe0.02724Y0.04103Zr0.20913O3,01502,22,2,11,4.0882506,0.45096001,0.47406197,0.45928565,,4933.1377,1476.6042,,30.895502,38.0658,,243.51199,31.646,0.8900024137389508,2.1500058309424093,1.490004040978693,137.3273724399201,1.7365178999999997,1.411638,0.8009350833333334,66.83123732055,0.862337661283144,0.5125213012425331,1.5230574913273867,1.86033059605479,2.0548380958628933,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.82874Co0.6177Fe0.03103Y0.08188Zr0.26939O3,01502,23,3,1,4.0909953,0.36827001,0.50016069,,,1088.4678,,,30.874258,,,203.53,19.152,0.8899979219326303,2.1499949799496125,1.4899965209883361,137.32667935420486,1.6762432,1.4422755,0.8178831750000001,69.99034925950001,0.8287419350354754,0.5309479686077953,1.4906964584433504,1.8217718208817977,1.9620802125882388,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.83631Co0.62451Fe0.03027Y0.07346Zr0.27176O3,01502,24,3,2,4.0882711,0.39833999,0.52786666,,,1029.4287,,,30.895344,,,207.528,19.152,0.8900018652634899,2.150004505973599,1.4900031227444943,137.3272878101565,1.6805349,1.4389225,0.815749025,69.81685574045,0.8363082472637754,0.5295943959649335,1.4941767231894691,1.8265460050589633,1.966964658515734,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.84079Co0.63862Fe0.03073Y0.07272Zr0.25793O3,01502,25,3,3,4.0875826,0.42804,0.49191388,0.53038782,,1409.3311,353.69237999999996,,30.900678999999997,38.078857,,211.52598999999998,19.152,0.8900013314282991,2.1500032163717333,1.4900022290204107,137.32720543938655,1.6886067999999999,1.4358465000000002,0.8143189583333335,69.34667357289999,0.8407887421910957,0.5270625058647751,1.4973767853121716,1.8297525972746578,1.9802998235383664,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.82785Co0.64172Fe0.03189Y0.07003Zr0.25635O3,01502,26,3,4,4.0841055,0.45664999,0.48765492,0.45605296,,2038.4283,539.81964,,30.927640999999998,38.10841,,215.524,19.152,0.8899950093596465,2.1499879439586964,1.4899916448830037,137.32622994419344,1.6911744,1.4343645,0.8135332916666667,69.2108560209,0.8278546421626787,0.5262585629014054,1.4989132427348113,1.8315066637660182,1.9841718169577942,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.83283Co0.64911Fe0.03134Y0.06931Zr0.25023O3,01502,27,3,5,4.081936799999999,0.47793999,0.49125275,0.48581719,0.64114869,2882.5178,868.2022099999999,300.22684,30.944487,38.123290999999995,44.320232,219.52199,19.152,0.8899979945402847,2.1499951553501258,1.4899966425449709,137.3266905575659,1.6950431,1.432789,0.8127304,68.99335448995,0.8328318766413239,0.5250592120874594,1.500566486307562,1.8333221478425945,1.990433594261166,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.84148Co0.66182Fe0.03207Y0.06231Zr0.2438O3,01502,28,3,6,4.080427200000001,0.48823999999999995,0.51817435,0.46486890000000003,,3486.7925,1441.8654,,30.956221000000003,38.136127,,223.52199,19.152,0.8900025943678874,2.150006267293211,1.4900043433799464,137.32740031096503,1.7031819,1.428403,0.8103084416666667,68.5742509784,0.8414775470760381,0.5225528725780185,1.5051818480451322,1.838811330060021,2.002608826951991,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.85192Co0.67325Fe0.03018Y0.05991Zr0.23666O3,01502,29,3,7,4.080153,0.49246999999999996,0.53988481,0.42848819,,3640.5708,1900.79,,30.958354999999997,38.136387,,227.51799,19.152,0.8900004524093722,2.150001092899045,1.4900007574044547,137.32706980676613,1.7087873999999998,1.4258005000000002,0.8088428666666667,68.27759694725,0.8519195669478691,0.5208374385306049,1.507925612944479,1.8421387129800835,2.01130496600316,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.84143Co0.67521Fe0.03079Y0.0643Zr0.2297O3,01502,30,3,8,4.080102,0.48111001,0.57657856,0.43207771,,3472.1404,2083.7114,,30.958752,38.139988,,231.51597999999998,19.152,0.89000207395714,2.150005010121181,1.490003472130493,137.3273200115867,1.7096875,1.4264145,0.8094488250000001,68.18254910095,0.841428039229562,0.5205641814408423,1.5072792726947049,1.8407630304861986,2.0141124352546873,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.84749Co0.68642Fe0.03061Y0.05845Zr0.22452O3,01502,31,3,9,4.0820403,0.46467999,0.5572206999999999,0.41629785,,3606.9023,2026.2758,,30.943684,38.124953999999995,,235.51398999999998,19.152,0.8900043947184401,2.1500106164546584,1.4900073574499728,137.3276781050553,1.7164065000000002,1.4227370000000001,0.8073695916666668,67.8404985744,0.8474858152117529,0.5185277466138936,1.5111792386468181,1.8455083927227496,2.024272830991202,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.84537Co0.69336Fe0.03052Y0.05595Zr0.22016O3,01502,32,3,10,4.0833788,0.43915999,0.48035505,0.45045567,,4829.2827,1420.1003,,30.933283000000003,38.10923,,239.51398999999998,19.152,0.8900028574097828,2.1500069027314974,1.4900047837534565,137.32744089832948,1.7204402,1.420722,0.8062755000000001,67.62446763269999,0.8453672858867947,0.5173111261930422,1.5133199195419633,1.8480095001689325,2.0307359999374612,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.86277Co0.70581Fe0.03335Y0.05079Zr0.21005O3,01502,33,3,11,4.087384200000001,0.40665999,0.48209235,0.45605764,,4357.3906,1355.6375,,30.902212,38.077228999999996,,243.50999,19.152,0.8899994143065478,2.1499985851225594,1.4899990194570294,137.32690962750033,1.7292836,1.4165330000000003,0.8041928250000001,67.13519843444999,0.8627705677742386,0.5146636528019741,1.5177892679680312,1.8527882531867021,2.0455277236066367,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.85384Co0.6231Fe0.03277Y0.07078Zr0.27336O3,01502,34,4,1,4.0901542,0.29365,0.53090036,0.46240732,,2345.5742,835.88531,,30.880765999999998,38.039757,,203.53,6.653999799999999,0.8900011185793459,2.15000270218606,1.4900018726777813,137.32717259679308,1.6813175,1.438175,0.8153857250000001,69.7810631575,0.853838926869002,0.5293474424547094,1.494952076198001,1.827358300487516,1.967971916490259,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.8485Co0.62858Fe0.03604Y0.07023Zr0.26514O3,01502,35,4,2,4.0874147,0.31485,0.5456835,0.43035895,,2669.1462,1215.2434,,30.901976,38.058693,,207.528,6.653999799999999,0.8899961245423146,2.149990637939299,1.489993511874212,137.32640201687914,1.6860004000000002,1.43642,0.8147426666666667,69.4878707186,0.8485036947642304,0.5278742072316913,1.4967701911274551,1.8287903320077488,1.9762643551563108,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.83823Co0.62936Fe0.03604Y0.07178Zr0.26282O3,01502,36,4,3,4.0856533,0.33581999,0.60374957,0.41237694,,2615.2498,1546.0007,,30.915634000000004,38.054607,,211.52598999999998,6.653999799999999,0.8900001947288475,2.150000470412384,1.4900003260067223,137.32703004666115,1.6862721999999999,1.436667,0.8149587666666667,69.46000299820001,0.8382298165982853,0.527791536104816,1.4965197017905918,1.8283137588679503,1.977066284466182,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.83842Co0.63908Fe0.03539Y0.07085Zr0.25468O3,01502,37,4,4,4.086551200000001,0.35253,0.51103848,0.41912794,,3621.2095,1463.2012,,30.908671999999996,38.050872999999996,,215.524,6.653999799999999,0.8900045371372409,2.1500109605000763,1.4900075958814483,137.3277000802763,1.6913955,1.434588,0.8139052416666667,69.17128860310001,0.838415725834592,0.5261954032260585,1.4986957652650632,1.8306892738893037,1.9853280581232624,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.84481Co0.64524Fe0.03599Y0.06598Zr0.25279O3,01502,38,4,5,4.0895386,0.36563,0.46811587,0.43040848,,4473.3184,1278.9194,,30.885529,38.0392,,219.52199,6.653999799999999,0.8900031978745355,2.1500077252025296,1.4900053537450089,137.32749343204082,1.6956191999999999,1.4320485000000003,0.812459475,68.96243923480002,0.8448069645093492,0.524883887770636,1.5013511939033692,1.8339442145652973,1.9913375303398817,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.84545Co0.64905Fe0.03626Y0.07274Zr0.24195O3,01502,39,4,6,4.0896893,0.37584001,0.46480978,0.46318820000000005,,4588.2925,1275.8062,,30.884363,38.053314,,223.51997000000003,6.653999799999999,0.889995891988927,2.149990076153026,1.4899931225432599,137.32636613389144,1.6971060999999998,1.4329360000000002,0.813325,68.81418824375,0.8454539023977448,0.5244197118783128,1.5004090037189557,1.8319775274868717,1.9956112197016873,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.84087Co0.65361Fe0.03658Y0.06938Zr0.24043O3,01502,40,4,7,4.089652500000001,0.37281001,0.45548302,0.43890843,,4629.0312,1330.7874,,30.884645000000003,38.034618,,227.51799,6.653999799999999,0.8900015472934161,2.1500037378436456,1.490002590412573,137.3272387473741,1.7001437,1.4311360000000002,0.8122998000000001,68.66340987695,0.8408685381231991,0.5234860719675731,1.5023056773385934,1.834301313889986,2.0000061021361284,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.86768Co0.66325Fe0.04064Y0.06838Zr0.22773O3,01502,41,4,8,4.0905795,0.36564001,0.44877988,0.4355754,,4730.4609,1253.0461,,30.877474,38.039402,,231.51597999999998,6.653999799999999,0.8900023679902903,2.150005720425982,1.4900039643882388,137.3273653809018,1.7075857,1.428349,0.8112056833333335,68.21080592675,0.8676776914018558,0.5212050955862949,1.5052383699123828,1.8367770283186975,2.0132787395647322,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.86025Co0.67265Fe0.03865Y0.05925Zr0.22944O3,01502,42,4,9,4.0901699,0.34896001,0.44067335,0.44171619,,4659.1016,1152.1426,,30.880644,38.036736,,235.51398999999998,6.653999799999999,0.8899983293910149,2.149995964259193,1.4899972031377664,137.3267422250336,1.7127516999999999,1.4244694999999998,0.8087069416666668,67.99792903925,0.8602516147686259,0.5196306793278996,1.5093309925268272,1.8424439390454919,2.019572421768395,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.86612Co0.67576Fe0.03866Y0.06193Zr0.22365O3,01502,43,4,10,4.090646700000001,0.33344999,0.44207525,0.42518386,,4293.8398,1143.4041,,30.876953000000004,38.041142,,239.51199,6.653999799999999,0.8899986959233385,2.149996849702447,1.4899978167705328,137.32679878097113,1.7141856999999998,1.4245315,0.8089127833333334,67.8918504437,0.8661212690882395,0.5191961967267249,1.5092659233596777,1.8419758563223754,2.0227287646968874,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
Ba0.86698Co0.68162Fe0.04337Y0.05241Zr0.2226O3,01502,44,4,11,4.090085500000001,0.30559999,0.44482967,0.45374137,,3956.8809,1005.6551,,30.881296000000003,38.039417,,243.50999,6.653999799999999,0.8899984136701715,2.149996167854909,1.4899973442343322,137.32675522930745,1.7208108999999998,1.4202730000000001,0.8066266916666667,67.55806002439999,0.8669815453018944,0.5171971038015691,1.5137907767414496,1.8471956849774864,2.032722005038467,4_Apr_2018,Pulsed Laser Deposition,BZYF631/ BZYCF1135/ BZC19,550.0,19.3,850,N,1000.0,20,50.0,SiO2,0,0,40,0,5,13,0,19.333333333333332,0,0,240,0,120,0,0
